address,moniker,commission,rank,token,votingPower,timestamp
dydxvaloper1n98mgsv725meet0s88twgd3sjx70jvlm24xnac,Polychain dYdX,0.2,1,29540515,0.126519,1765152000000
dydxvaloper180pv8mahh2yk4kzxmnvcx7l9f3es4a5n6x7c8s,BinanceNode,0.05,2,11134034,0.047686,1765152000000
dydxvaloper1ynz8v474ghzhl5ms86mzw0r5mcga3klh2tdw5l,Blockdaemon,0.05,3,10669908,0.045698,1765152000000
dydxvaloper1u9xeaqdjz3kky2ymdhdsn0ra5uy9tc3elj2jte,Kiln,0.05,4,10577849,0.045304,1765152000000
dydxvaloper1jvct2ck9hptwyzrr0umfvwxed7n9nhhj0wfmdf,Keplr,0.05,5,9938584,0.042566,1765152000000
dydxvaloper1d9e68e7glce5pehh8qk0gcx9l06tjeh0naz0r0,Figment,0.1,6,8443575,0.036163,1765152000000
dydxvaloper1vl5ty47uwpfv4mcutwv4zam09mvvvdgy09n0l5,Cosmostation,0.05,7,7994158,0.034238,1765152000000
dydxvaloper1c9ye54e3pzwm3e0zpdlel6pnavrj9qqv2ttvgk,Nansen  Stake to Stack Points,0.05,8,7940283,0.034007,1765152000000
dydxvaloper16pj5gljqnqs0ajxakccfjhu05yczp98724qpyn,Chorus One,0.08,9,7605691,0.032574,1765152000000
dydxvaloper1y29mkku4zqz8phrxc8zgu7jfnw504leqdwvzzg,Ex Machina,0.25,10,7249637,0.031049,1765152000000
dydxvaloper18jr2wx3qsu8g9gep6jypcxunx2jvcjquxk60wc,Stakecito,0.05,11,7222047,0.030931,1765152000000
dydxvaloper15xgxv2j45uc4er8z9tfz5m0f0e74ymv6xj9l9d,polkachucom,0.05,12,6628819,0.028391,1765152000000
dydxvaloper199fjq4rnfvz24cktl8cervx8h8e90ruk3yrrdn,CryptoCrew X Defi Dojo,0.05,13,6151205,0.026345,1765152000000
dydxvaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5se6j3y3,Informal Systems,0.05,14,6104655,0.026146,1765152000000
dydxvaloper1y6ncfxx8x9sqec97pehjw0k32slw63850ltjrn,Crosnest,0.05,15,6057255,0.025943,1765152000000
dydxvaloper19sk0mm69k5lgzwywzr9335pqj5mqcadnprclam,OKX Earn,0.05,16,5594644,0.023961,1765152000000
dydxvaloper1mwhwf9rqh64ktr8t8xnz37nhg7vvy42ec56jwe,Imperatorco,0.05,17,5242322,0.022452,1765152000000
dydxvaloper1j4ljutnh66r55a29jydgca7pfmhd40e3nlcfa4,    Kingnodes ,0.05,18,4952808,0.021212,1765152000000
dydxvaloper1t8hjjca8kecjtuhs2qy83maurj78fq2z5c44z5,Smart Stake ,0.05,19,4906599,0.021014,1765152000000
dydxvaloper1cpz0jtj6rkezzs7z8k5gy6py05sxdkmyvggvvh, RHINO ,0.05,20,4850784,0.020775,1765152000000
dydxvaloper1r227t4qx8muzshsl862n4cgdswsesyd0pp42un,TTT VN,0.05,21,4763357,0.020401,1765152000000
dydxvaloper1e0r3fljewfvj7729q6f07m8fy9v5e208s5ztkf,CLC,0.05,22,4629916,0.019829,1765152000000
dydxvaloper19ylcqyrgsejrghujsf6utrgw69nukw9q0xe0sj,NodesGuru,0.05,23,4524902,0.01938,1765152000000
dydxvaloper1gffkd68xcnfpzcsplf0fsuetxkysunud6a900w,Ledger by Meria,0.05,24,4395587,0.018826,1765152000000
dydxvaloper1gf9yvztyvnc3aqrkjd8hfnaf8pk56sl7mzfage,  AutoStake  Slash Protected,0.05,25,4386195,0.018786,1765152000000
dydxvaloper1tle46v89xuxaggrq7zvun5ye66c580fzhayma3,Allnodes,0.05,26,4100565,0.017562,1765152000000
dydxvaloper1fs0t34g628xdqc8alfefnadq2x3qawt8g88mav,Luganodes,0.05,27,4052670,0.017357,1765152000000
dydxvaloper1he9yn4jhuq50vtf95ncv9rvplnqug8w9yw8dwc,DragonStake ,0.05,28,4021230,0.017223,1765152000000
dydxvaloper1ml44cenapnawcn4xy3w36jce0rg78dm8ajvypn,Meria,0.05,29,4013707,0.01719,1765152000000
dydxvaloper1a4mcl5d6h2ak4hn6nj8vg8vtew6t3mnwzd4sqn,coinhallorg ,0.05,30,3699785,0.015846,1765152000000
dydxvaloper1kuyezvy89hcr96q597ftuc4z03hrcftu5jy2pv,OWALLET,0.05,31,3615005,0.015483,1765152000000
dydxvaloper1rqhxemv6e5x43uny8qdyq78zneuk49pe5gkltz,PRO Delegators,0.05,32,3587653,0.015366,1765152000000
dydxvaloper1w44vfk3jzh69p7yawwqcaazuxz944ve95qpaf8, Silk Nodes,0.05,33,3215274,0.013771,1765152000000
dydxvaloper1u0exa7dqlsgvfje9sg0emxrmtdmvakp7d0f697,Interstellar ,0.05,34,3152416,0.013501,1765152000000
dydxvaloper1u3lzafmew5w99829r6cnvf2s5yevpwy226f088,Citadelone,0.05,35,2930432,0.012551,1765152000000
dydxvaloper1mnj3vlwgud7fvfx7tgawmx8k2gd40fy2amarjg,DELIGHT,0.05,36,2405089,0.010301,1765152000000
dydxvaloper160n4rwm854v06ppkly2pt0zc9rpwlm5y2gjyqf,Enigma,0.05,37,2307717,0.009884,1765152000000
dydxvaloper1k2mlt4akhddh8gz9r3227ruuaestgdczx60vqk,Cosmic Validator  100 Uptime,0.1,38,2266518,0.009707,1765152000000
dydxvaloper17rawcq5keely4xk0p9h5w5gceedt8n0zhj5d6j,Shutting down soon please redelegate,0.05,39,1892287,0.008104,1765152000000
dydxvaloper15wphegl8esn7r2rgj9j3xf870v78lxg8yfjn95,Shutting Down,0.05,40,1889015,0.00809,1765152000000
dydxvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57zq7tkd8, LavenderFive Nodes ,0.05,41,953938,0.004086,1765152000000
dydxvaloper1ej2es5fjztqjcd4pwa0zyvaevtjd2y5w04dz0c,Finality,0.2,41,746786,0.003198,1765152000000
dydxvaloper17r0cp9zrtkvzlz7a2r09gmdxwqfyje98kz6zs0,Kahuna,0.05,41,638428,0.002734,1765152000000
dydxvaloper1qe8uuf5x69c526h4nzxwv4ltftr73v7qvjutn2,Please redelegate to Stakecito,0.05,41,353204,0.001513,1765152000000
dydxvaloper1zhyan2t9w5z7yw20l9e97zc030d2ddq4awdyys,Cosmic Nexus,0.05,41,335905,0.001439,1765152000000
dydxvaloper154u397hzffmpk6xyt2fnrx6l0fzwzmplgws2fs,Please redelegate to CLC Crypto Learning Club  dYdX Validator,0.05,41,132692,0.000568,1765152000000
dydxvaloper1hv2jdxyfdkfk4vja52dj0p80mk85nmuaklx55e,Nocturnal Labs  Going offline 802025,0.05,41,114484,0.00049,1765152000000
dydxvaloper1fhyl2gpql00jgv798tyfjq8x2zdedaxcuaan8t,XMG Capital,0.05,41,111735,0.000479,1765152000000
dydxvaloper1luw8ynup92yp6cn8ktdegct7ptf3d64807vwvx,skycatcherdecommissioned,0.05,41,101227,0.000434,1765152000000
dydxvaloper1nwtp8t5vl86zdm5ag85st5czv7d0kscq2zzvgl,Sophon,0.05,41,50107,0.000215,1765152000000
dydxvaloper1a9lm6t9qalz53jrp0q6p50q2cxeqnwsh48g3tt,Provalidator,0.05,41,46446,0.000199,1765152000000
